,likes,media/0/__typename,media/0/ocrText,shares,text,time_x,viewsCount,PID,index,id,time_y,comment,name
85,59,Photo,"May be an image of 8 people, people standing, office and text",2,"*ఈ రోజు (22-05-2023) ""గడప గడపకు మన ప్రభుత్వం"" కార్యక్రమాన్ని తాడిపత్రి పట్టణ  పరిధిలోని 11 వ వార్డ్  నందు 2వ రోజు నిర్వహిస్తూ ప్రజలకు ప్రభుత్వం నుంచి అందుతున్న పథకాలను, రాష్ట్రం నందు జరుగుతున్న అభివృద్ధిని వివరించడంతో పాటుగా,  వారి సమస్యలను తెలుసుకుంటున్న యువనాయకులు శ్రీ కేతిరెడ్డి హర్షవర్ధన్ రెడ్డి గారు*.......

#GadapaGadapakuManaPrabhuthvam
#CMYSJagan #Navaratnalu
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-05-22T12:55:59.000Z,,pfbid031k6pHNThXbcLXQUa3asJR1BSQu9GJ15pUzsapysESMv2XETTpFaW6PdfWN5UscX3l,pfbid031k6pHNThXbcLXQUa3asJR1BSQu9GJ15pUzsapysESMv2XETTpFaW6PdfWN5UscX3l,"['2154742414725139', '1432257547315554', '1441761709895403', '1268293437396551', '774202874385997']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir thank you sir', 'Shabir Shaik', 'Good job 👍', 'Shabir Shaik', 'Shabir Shaik']","['Shabir Shaik', 'Shabir Shaik', 'Prabhakar Reddy', 'Shabir Shaik', 'Shabir Shaik']"
86,195,Photo,"May be an image of 11 people, barong, dais, wedding and text",8,"ఈ రోజు (21-05-2023) జరిగిన పలు వివాహ వేడుకలకు  హాజరై నూతన వధూవరులకు శుభాకాంక్షలు తెలియజేసిన యువ నాయకులు శ్రీ కేతిరెడ్డి హర్షవర్ధన్ రెడ్డి గారు......

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-05-21T12:44:55.000Z,,pfbid0EkxqAezFHS8dXVM5cWNjJ3p5jYKmA3BTJARDdsPeqa8EL8QF4VzhPDgnUMYhvYvql,pfbid0EkxqAezFHS8dXVM5cWNjJ3p5jYKmA3BTJARDdsPeqa8EL8QF4VzhPDgnUMYhvYvql,"['1183603335665526', '564027422478222', '6554030297949407', '778109897203665', '1000299900886356', '1676370969544774']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['సార్ ఎమ్మెల్యే గారు నేను పార్టీ పెట్టినప్పుడు నుంచి కార్యకర్తగా పనిచేస్తున్నాను\nవైయస్సార్ కాంగ్రెస్ పార్టీలో 2019లో సుంకులమ్మ పాలెం లో ఏజెంట్ గా కూడా కూర్చున్నాను నాకు ఒక సెంటు ఎక్కడైనా స్థలం తీయండి సార్', 'Mastan Shaik', 'Mastan Shaik', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir happy birthday sir Anniversary good morning sir thank you sir', 'Mastan Shaik', 'Mastan Shaik']","['Gc Guduru', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']"
87,513,Photo,"May be an image of 9 people, barong, dais, wedding and text",14,"ఈ రోజు (21-05-2023) తాడిపత్రి పట్టణ పరిధిలోని ANR ఫంక్షన్ హాల్ నందు జరిగిన వివాహ నిశ్చితార్థ వేడుకలకు హాజరై కాబోయే నూతన వధూవరులను ఆశీర్వదించిన ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు....

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-05-21T08:25:03.000Z,,pfbid0Ly8yf46y3cUZxzgFWrrhF9uKJCaBzVwMaKBvVTdQukDZAGYbXxpLm9G3WujkxG7cl,pfbid0Ly8yf46y3cUZxzgFWrrhF9uKJCaBzVwMaKBvVTdQukDZAGYbXxpLm9G3WujkxG7cl,"['212879141534394', '1512993365896974', '820968965525865', '193094413221594', '260895849934704']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['Mastan Shaik', 'Congratulations\n❤️❤️', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir happy birthday sir Anniversary good morning sir very good sir', 'Mastan Shaik', 'Nagaraju Nagaraju']","['Mastan Shaik', 'Raja Samba', 'Mastan Shaik', 'Mastan Shaik', 'Nagaraju Nagaraju']"
88,231,Photo,May be an image of 4 people and text,17,"*తాడిపత్రి నియోజకవర్గాన్ని సంక్షేమ, అభివృద్ధి పథం వైపు నడిపించేందుకు ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు చేపట్టిన 3వ విడత  ప్రజా సంక్షేమ యాత్ర* కు సంఘీభావంగా చల్లా శ్రీలక్ష్మి గారు  6వ రోజు ఎమ్మెల్యే గారితో(20-05-2023) తాడిపత్రి రూరల్ మండలం వెలమకూరు గ్రామం నుంచి ప్రారంభమై బొడాయపల్లి, వీరాపురం గ్రామాల మీదుగా హుస్సేనాపురం గ్రామ సమీపం వరకు  చేరుకుంది. తిరిగి 7వ రోజు(22-05-2023, సోమవారం)  పాదయాత్ర హుస్సేనాపురం గ్రామ సమీపం  వద్ద నుంచి కొనసాగనుంది.

#prajasankshemayatra
#padayatra
#yatra
#CMYSJagan #Navaratnalu
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy 
#Adminpost",2023-05-20T11:55:01.000Z,,820968559384706,820968559384706,"['1020603038954281', '3087962464839859', '702181265044499', '623610469792899', '765188645077381', '103375862765115', '556310503244387']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['తాడిపత్రి చరిత్రలో ఎప్పుడు తాడిపత్రి ప్రజలకోసం పోరాడే నాయకుడికి చూడలేదు అన్నా🙏\nమీరు వచ్చాక ఒక ఎమ్మెల్యే అంటే ప్రజలకోసం పోరాడేవాళ్ళు అని తెలుసుకున్నారు\n\nతాడిపత్రి ప్రజలు నాయకులను చూడాలంటే ఎప్పుడో ఎలక్షన్స్ కి ఒక నెల ముందు చూసేవాళ్ళు\nఅలాంటి చరిత్రను తిరగరాసావు స్వామి🙏 ఇప్పుడు ప్రజలతో ఉంది ప్రజాసమస్యలను తెలుసుకొని తీరుస్తున్నావ్ అన్నా❤', 'Mastan Shaik', 'Mastan Shaik', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir happy birthday sir', 'Mastan Shaik', 'Very nice 👍Anna', 'Jai kethireddy']","['Chinmay Anandreddy', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Prabhakar Reddy', 'Kanakaraj Kumboji']"
89,73,Photo,May be an image of 4 people and people standing,7,"*ఈ రోజు (19-05-2023) ""గడప గడపకు మన ప్రభుత్వం"" కార్యక్రమాన్ని తాడిపత్రి పట్టణ  పరిధిలోని 11 వ వార్డ్  నందు నిర్వహిస్తూ ప్రజలకు ప్రభుత్వం నుంచి అందుతున్న పథకాలను, రాష్ట్రం నందు జరుగుతున్న అభివృద్ధిని వివరించడంతో పాటుగా,  వారి సమస్యలను తెలుసుకుంటున్న యువనాయకులు శ్రీ కేతిరెడ్డి హర్షవర్ధన్ రెడ్డి గారు*.......

#GadapaGadapakuManaPrabhuthvam
#CMYSJagan #Navaratnalu
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-05-19T14:08:49.000Z,,pfbid0nixQgNcgBgqcGtVQLxyRaRd6LBNYwbS6c7Y8hjeAkaxr2QcSgpjqmw88wuWSaFHl,pfbid0nixQgNcgBgqcGtVQLxyRaRd6LBNYwbS6c7Y8hjeAkaxr2QcSgpjqmw88wuWSaFHl,"['782450666828861', '749176226761148', '164092619945312', '1898945763815351']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']"
90,152,Photo,"May be an image of 4 people, sugarcane and text",11,"రాష్ట్ర ప్రభుత్వం ప్రతిష్టాత్మకంగా చేపట్టిన వైయస్సార్ జలకళ పథకం కింద అర్హులైన రైతులకు ఉచిత బోర్లను వేయడంతో పాటుగా, వారికి అందజేసిన మోటర్, స్టార్టర్, బోర్ పైప్ లను ఈ రోజు(19-05-2023) ఆలూరు గ్రామం నందు రైతులకు పంపిణీ చేసిన ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు......

#YSJaganMarkGovernence
#YSJaganCares
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-05-19T12:43:09.000Z,,pfbid02p3grJQ3iVsUurm6uGSnADJP9ZBctVhUZSikHSM6XDQ9pEbgJZCYJqh4FhJn1rnjJl,pfbid02p3grJQ3iVsUurm6uGSnADJP9ZBctVhUZSikHSM6XDQ9pEbgJZCYJqh4FhJn1rnjJl,"['1406291960212812', '755589896348820', '197047526542760', '138968755840591', '790599635790506', '3472159349733534']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['Mastan Shaik', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir', 'Mastan Shaik', 'Congratulations\n🎉🎈🎊', 'Mastan Shaik', 'Babu N Babu']","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'PeddiReddy Yelluru', 'Mastan Shaik', 'Babu N Babu']"
91,109,Photo,May be an image of 14 people and text,7,"ఈ రోజు(19-05-2023) తాడిపత్రి రూరల్ మండలం ఆలూరు గ్రామం నందు ఆలూరు, వెంకటరెడ్డిపల్లి 1,2, ఊరిచింతల, భోగసముద్రం 1,2 సచివాలయాల వాలంటీర్లకు సమావేశం ఏర్పాటు చేసి వాలంటీర్లకు వందనం కార్యక్రమం లో భాగంగా వరుసగా 3వ ఏడాది   ఉత్తమ గ్రామ, వార్డు సచివాలయ వాలంటీర్లకు రాష్ట్ర ప్రభుత్వం  అందజేసిన సేవా మిత్ర,  సేవ రత్న, సేవ వజ్ర అవార్డులను  అందజేసిన ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు.....

#GramaVolunteers 
#YSJaganMarkGovernence
#YSJaganCares
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-05-19T12:17:39.000Z,,pfbid02h1TfNprAFYZs49FBEWMff7TiNM9mHoEW68QRCx2ueWfFiwpR7cqLadTYZfybsihWl,pfbid02h1TfNprAFYZs49FBEWMff7TiNM9mHoEW68QRCx2ueWfFiwpR7cqLadTYZfybsihWl,"['220708597375624', '133945386348381', '493890562873146', '672873174601136', '623341226113277', '6039498359482288']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Congratulations\nenjoy very good sir good morning sir very good sir good sir good sir ok sir good morning sir happy sir']","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']"
92,92,Photo,"May be an image of 5 people, poster and text that says 'రాష్ట్రంలో అధికంగా ఉష్టోగ్రతలు నమోదవుతున్న సందర్బంగా అధిక ఎండలు రాష్ట్రంలో తాడిపత్రి పెద్దారెడ్డి గారు పలు సూచనలు చేశారు. అవసరం ఉంటే తప్ప పగటి వేళ ఎండలో బయటకి రాకండి. కొబ్బరి వీళ్లు, రసాలు తరచూ తీసుకోవాలి. ప్రభావంతో వడదెబ్బ తగిలే అవకాశాలు అధికం కాబట్టి ఎండలో వెళ్లినప్పుడు పడు గొడుగు వెంట తీసుకు వెళ్లడం మంచిది. ఎండాకాలంలో ప్రత్యేకంగా చిన్నపిల్లలు, వృద్దుల పట్ల జాగ్రత్త జాగ్త్తవహించాలని పెద్దారెడ్డి గారు తాడిపత్రి ప్రజలకు సూచించారు. కీరిెడి్్ిా కేతిరెడ్డిపెద్దారెడ్డి తాడిపత్రి నియోజకవర్గ శాసనసభ్యులు'",11,"రాష్ట్రంలో అధిక ఎండలు
#KethireddyPeddareddyMLA
#PeddaReddyMLA
#KethireddyPeddareddy 
#TadipatriMLA #Tadipatri 
#YSRCP #Tadipatri #AndhraPradesh
#YSJagan #MaNammakamNuvveJagan",2023-05-19T11:20:01.000Z,,pfbid027k3bNHwpkKebP7vCPLuRLV5kZG5T6RNhbCf4qJjcZ17dbzj2Q8JGkHAuUPYAHY6Xl,pfbid027k3bNHwpkKebP7vCPLuRLV5kZG5T6RNhbCf4qJjcZ17dbzj2Q8JGkHAuUPYAHY6Xl,"['1313008445958121', '6126734804112658', '895167421546943', '200154622433913', '968925330815541', '1293617798233988', '281871280931552']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['Intha yendalo kuda #PrajaSamksemaYa\ntra Chesthunnavante\nNuvvu devudu Swamy🙏\n100 years Challaga vundi thadipatri prajalanu kapadu Anna🙏\n#JaiKethireddy', 'Sai Sindhu Sareddy', 'Sai Sindhu Sareddy', 'Mastan Shaik', 'Mastan Shaik', 'Surapureddy Chandra Sekhar', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir good sir']","['Chinmay Anandreddy', 'Sai Sindhu Sareddy', 'Sai Sindhu Sareddy', 'Mastan Shaik', 'Mastan Shaik', 'Surapureddy Chandra Sekhar', 'Mastan Shaik']"
93,116,Photo,"May be an image of 5 people, people standing and text",8,"ఈ రోజు (19-05-2023) పాదయాత్ర నందు పెద్దవడుగూరు,  తాడిపత్రి రూరల్ మరియు తాడిపత్రి పట్టణానికి చెందిన 06 మంది బాధితులకు రూ.10.25 లక్షలు   ముఖ్యమంత్రి సహాయ నిధి (CMRF)  చెక్కుల ను అందజేసిన ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు......

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-05-19T07:49:34.000Z,,pfbid05EoBhy3jSvL332uhHDixfni1AsrEGkNc1HL5jJx4BeYab6ECB32SZZsZSHtNSohCl,pfbid05EoBhy3jSvL332uhHDixfni1AsrEGkNc1HL5jJx4BeYab6ECB32SZZsZSHtNSohCl,"['100829723029107', '1394737288015697', '776026410813877', '1631679667306972', '1051721339479313', '1094507488176278']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['Mastan Shaik', 'Mastan Shaik', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir good sir happy sir', 'K Madhusudhan Reddy', 'Vedha Sai Vedha Sai', 'Mastan Shaik']","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'K Madhusudhan Reddy', 'Vedha Sai Vedha Sai', 'Mastan Shaik']"
94,183,Photo,"May be an image of 7 people, people standing, train and text that says 'FASHI FASHION'",14,"వైయస్సార్ కడప జిల్లా R S  కొండాపురం మండలం ఏటూరు గ్రామ సమీపంలో ఈ వారం సోమవారం  రోడ్డు ప్రమాదంలో తాడిపత్రి నియోజకవర్గానికి చెందిన నలుగురు వ్యక్తులు మృతి చెందిన విషయం విదితమే. ఈ ప్రమాదంలో మృతి చెందిన వారి  కుటుంబ సభ్యులకు రాష్ట్ర ప్రభుత్వం మంజూరు చేసిన రూ. 5 లక్షల చెక్కులను ఈ రోజు(18-05-2023) ఎమ్మెల్యే శ్రీ  కేతిరెడ్డి పెద్దారెడ్డి గారు అందజేశారు.

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-05-18T14:18:51.000Z,,pfbid02Ac3ZEM9FsTVmxNRLvYjQvA2rx5Hb7uiH3c5Nvr2dbpwzGq4Kni48EYF3s1QPFHnMl,pfbid02Ac3ZEM9FsTVmxNRLvYjQvA2rx5Hb7uiH3c5Nvr2dbpwzGq4Kni48EYF3s1QPFHnMl,"['988117102367483', '223997607009965', '782002893631161', '268845728928062']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir happy sir', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']"
95,122,Photo,May be an image of 5 people and text,11,"*తాడిపత్రి నియోజకవర్గాన్ని సంక్షేమ, అభివృద్ధి పథం వైపు నడిపించేందుకు ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు చేపట్టిన 3వ విడత  ప్రజా సంక్షేమ యాత్ర* 4వ రోజు(18-05-2023) తాడిపత్రి రూరల్ మండలం పులిప్రొద్దుటూరు గ్రామం నుంచి ప్రారంభమై చుక్కలూరు, వరదాయపల్లి గ్రామాల మీదుగా కావేటిసముద్రం గ్రామం వరకు కొనసాగింది. తిరిగి 5వ రోజు(19-05-2023) పాదయాత్ర తాడిపత్రి రూరల్ మండలం కావేటిసముద్రం గ్రామం నుంచి ప్రారంభమై సజ్జలదిన్నే గ్రామం మీదుగా ఆలూరు గ్రామం వరకు కొనసాగనుంది.

#prajasankshemayatra
#padayatra
#yatra
#CMYSJagan #Navaratnalu
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy 
#Adminpost",2023-05-18T14:16:13.000Z,,pfbid03r6DpCJHP9M9BVuhJSmVVbxhMcVKcuwSR1c5xy8bbRxoL8ovEjfGj5zycAdGz8Ril,pfbid03r6DpCJHP9M9BVuhJSmVVbxhMcVKcuwSR1c5xy8bbRxoL8ovEjfGj5zycAdGz8Ril,"['618683823646389', '171497388912048', '959269541761243', '620533020109237', '745403760661943', '4095682564082005', '616377087084404', '553166160084190', '3548214288794509', '947348749699468', '1633829300378006']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir', 'Mastan Shaik', 'Mastan Shaik', 'Jai jagan anna', 'Vijaya Bhaskar', 'Hema Chandra Reddy Konduru', 'Mastan Shaik', 'Mastan Shaik', 'Hema Chandra Reddy Konduru', 'Vijaya Bhaskar', 'Mallika Mallika']","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mallika Mallika', 'Vijaya Bhaskar', 'Hema Chandra Reddy Konduru', 'Mastan Shaik', 'Mastan Shaik', 'Hema Chandra Reddy Konduru', 'Vijaya Bhaskar', 'Mallika Mallika']"
96,77,Photo,May be an image of 3 people and people standing,11,"ఈ రోజు (17-05-2023) ""జన చైతన్య యాత్ర""  కార్యక్రమంను తాడిపత్రి పట్టణ పరిధి లోని 3వ వార్డ్ నందు  నిర్వహిస్తూ   ప్రజలకు ప్రభుత్వం నుంచి అందుతున్న పథకాలను వివరించడం తో పాటుగా,  వారి సమస్యలను తెలుసుకుంటున్న యువ నాయకులు శ్రీ కేతిరెడ్డి హర్షవర్ధన్ రెడ్డి గారు....

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-05-17T13:52:22.000Z,,pfbid0mBoHHmWDjiMt1ByXT9FQZBkW9o2UwzPawoWyzVwFGf9VYqDcBJBktvKDp6kzeioRl,pfbid0mBoHHmWDjiMt1ByXT9FQZBkW9o2UwzPawoWyzVwFGf9VYqDcBJBktvKDp6kzeioRl,"['146640584966632', '3530278173962798', '631409172352424', '2021775404831933', '621282669636824', '937627684125279', '644210040853843']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir good sir', 'Very nice , Good job 👌👍', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']","['Mastan Shaik', 'Prabhakar Reddy', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']"
97,182,Photo,"May be an image of 7 people, temple and text",17,"*తాడిపత్రి నియోజకవర్గాన్ని సంక్షేమ, అభివృద్ధి పథం వైపు నడిపించేందుకు ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు చేపట్టిన 3వ విడత  ప్రజా సంక్షేమ యాత్ర* 3వ రోజు(17-05-2023) తాడిపత్రి రూరల్ మండలం బ్రాహ్మణపల్లి గ్రామం నుంచి ప్రారంభమై ఇగుడూరు, గంగాదేవిపల్లి గ్రామాల మీదుగా  పులిప్రొద్దుటూరు గ్రామం వరకు కొనసాగింది. తిరిగి 4వ రోజు(18-05-2023) పాదయాత్ర తాడిపత్రి రూరల్ మండలం పులిప్రొద్దుటూరు గ్రామం నుంచి ప్రారంభమై చుక్కలూరు, వరదాయపల్లి గ్రామాల మీదుగా కావేటిసముద్రం గ్రామం వరకు కొనసాగనుంది.

#prajasankshemayatra
#padayatra
#yatra
#CMYSJagan #Navaratnalu
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy 
#Adminpost",2023-05-17T13:06:34.000Z,,pfbid02PNi1Qqkn58T9Ry82quasMGS3h3MhhtXAU7A5kZt9FPQ2Y3a6DGAw6zrHd6DzugmFl,pfbid02PNi1Qqkn58T9Ry82quasMGS3h3MhhtXAU7A5kZt9FPQ2Y3a6DGAw6zrHd6DzugmFl,"['1112070103045374', '1326355074619497', '1882556322144616', '1314581485762880', '1008292633662877', '206106722253820', '764618535315961', '825396779190357']","[datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0), datetime.datetime(2023, 5, 11, 0, 0)]","['జై కేతిరెడ్డి పెద్దారెడ్డి అన్న', 'Hema Chandra Reddy Konduru', 'Mastan Shaik', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir happy sir very good sir good morning sir', 'Mastan Shaik', 'Mastan Shaik', 'Mahesh Reddy', 'Mastan Shaik']","['Lakku Sambasivareddy', 'Hema Chandra Reddy Konduru', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mahesh Reddy', 'Mastan Shaik']"
