,likes,media/0/__typename,media/0/ocrText,shares,text,time_x,viewsCount,PID,index,id,time_y,comment,name
23,472,Photo,"May be an image of 3 people, poster and text that says 'ముస్లింల త్యాగనిరతికి, నిబద్ధతకి ప్రతీక బక్రీద్ పండుగ. అత్యంత భక్తిశ్రద్ధలతో ఆనందోత్సాహాలతో బక్రీద్ జరుపుకుంటున్న ముస్లిం సోదరులకు బక్రీద్ పండుగ శుభాకాంక్షలు গঙ্ক కేతిరెడ్డి పెద్దారెడ్డి డ్డి-తాడిపత్రి నియోజకవర్గ శాసనసభ్యులు'",17,"త్యాగం, భక్తి, విశ్వాసాలకు ప్రతీక బక్రీద్ పర్వదినం... ప్రవక్త త్యాగాన్ని స్మరించుకుంటూ త్యాగం, కరుణ మరియు ఐక్యత అలవర్చుకోవాలని ఆకాంక్షిస్తూ... ముస్లిం సోదర, సోదరీమణులందరికీ బక్రీద్ పర్వదిన శుభాకాంక్షలు..!
#HappyBakrid 

#KethireddyPeddareddyMLA #KethireddyPeddareddy #PeddaReddyMLA #TadipatriMLA #tadipatri #tadipatripeople #KethireddyHarshaVardhanReddy #KethireddySaiPrathapReddy #ysrcp #YSJagan #manammakamnuvejagan #CMYSJagan",2023-06-29T02:31:39.000Z,,pfbid0WQAtgyvyQgjDfqHvPNp64vY4kiqSKGb9sG3341GZ8a4bA6RKs3HEPNY8h8v7B191l,pfbid0WQAtgyvyQgjDfqHvPNp64vY4kiqSKGb9sG3341GZ8a4bA6RKs3HEPNY8h8v7B191l,"['805221991198024', '571605558511016', '1397266100831911', '931963687895976', '727928365805438', '285476434015299', '814750013506547']","[datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0)]","['Gundala Ranga', 'Mastan Shaik', 'Shikghousebasha Ghouse', 'Vail T', '👍👍👍👍👌👌👌👌🌹🌹🌹', 'Mastan Shaik', 'YSR,']","['Gundala Ranga', 'Mastan Shaik', 'Shikghousebasha Ghouse', 'Vail T', 'Peddanna Manti', 'Mastan Shaik', 'Mastanvali Vali']"
24,325,Photo,"May be an image of 2 people, poster, temple and text that says 'వైయస్సార్ ""లా"" నేస్తం 2023-24 సంవత్సరానికి మొదటి విడతగా వైయస్ఆర్ లా నేస్తం ద్వారా రాష్ట్రవ్యాప్తంగా 2,677 మంది అర్ు లైన జూనియర్ న్యాయవాదుల ఖాతాల్లో డబ్బులు జమయ్యాయి. కేతిరెడ్డి పెద్దారెడ్డి-తాడిపత్రి తాడిపత్రి నియోజకవర్గ శాసనసభ్యులు'",7,"వైయస్సార్ ""లా"" నేస్తం

#KethireddyPeddareddyMLA #PeddaReddyMLA #KethireddyPeddareddy #TadipatriMLA #tadipatripeople #tadipatri #KethireddyHarshaVardhanReddy #KethireddySaiPrathapReddy #CMYSJagan #ysrcp #ysjagan #manammakamnuvejagan",2023-06-28T13:14:35.000Z,,pfbid02RtwUzDM1A3sQgT3LtYyn8LbL5ckE8CyA4tR7iRxaK2f4nMEioNYMKLbEZTnMrEZml,pfbid02RtwUzDM1A3sQgT3LtYyn8LbL5ckE8CyA4tR7iRxaK2f4nMEioNYMKLbEZTnMrEZml,"['599027425551970', '1052248625987191', '280404967843261', '288476103574755', '1436472263872348']","[datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0)]","['Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir good sir ok sir ok good sir AP CM andhra Pradesh CM sir good sir good morning sir', 'Andariki nyaayam jaragaali mukyamgaa anaadha pillalaku bharthale evariki anyam cheste yehovaku kopam vastundi.enduka\nnte villantedevudik\ni chalaprema😆👏', 'JAI. JC', 'Shabir Shaik', 'Vail T']","['Shabir Shaik', 'Baby Rani', 'Krishnamurthy Tatakula', 'Shabir Shaik', 'Vail T']"
25,242,Photo,"May be an image of 6 people, people standing and text",7,"*ఈ రోజు (28-06-2023)""గడప గడపకు మన ప్రభుత్వం"" కార్యక్రమాన్ని  తాడిపత్రి పట్టణ పరిధిలోని 27వ వార్డ్ నందు నిర్వహిస్తూ ప్రజలకు ప్రభుత్వం నుంచి అందుతున్న పథకాలను, రాష్ట్రం నందు జరుగుతున్న అభివృద్ధిని వివరించడంతో పాటుగా,  వారి సమస్యలను తెలుసుకుంటున్న ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు, యువ నాయకులు శ్రీ కేతిరెడ్డి సాయిప్రతాప్ రెడ్డి గారు*.......

#GadapaGadapakuManaPrabhuthvam
#CMYSJagan #Navaratnalu
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-06-28T05:01:43.000Z,,pfbid0BYyiFWg4GfTsJN6kBBak8VYffC8AFydraZg5i9rKJhdRmRrhzv6dfoqf2AGwEasSl,pfbid0BYyiFWg4GfTsJN6kBBak8VYffC8AFydraZg5i9rKJhdRmRrhzv6dfoqf2AGwEasSl,"['190006123734686', '252993617346074', '801774521472755', '1291797661437068', '120741741030072', '803785601381685', '1565795584236066']","[datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0)]","['సార్ టైలర్స్ కాలనీ శివనగర్ కాలనీలో డ్రైనేజ్ ప్రాబ్లం ఉంది సార్', 'Shabir Shaik', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir good sir Super sir good sir AP CM andhra Pradesh CM sir good morning sir', 'Shabir Shaik', 'Shabir Shaik', 'Shabir Shaik', 'Shabir Shaik']","['Rajasekhar Natthikondappa', 'Shabir Shaik', 'Shabir Shaik', 'Shabir Shaik', 'Shabir Shaik', 'Shabir Shaik', 'Shabir Shaik']"
26,265,Photo,May be an image of 5 people and hospital,15,"*దాడులకు తెగబడ్డ తెలుగు గుండాలు*

ఈ రోజు(27-06-2023) తాడిపత్రి రూరల్ మండల పరిధి లోని గంగాదేవిపల్లి గ్రామం లో  పేద ప్రజలకు ఇల్లు నిర్మించేందుకు గతంలో ఇచ్చిన జగనన్న లేఅవుట్లలో కంపచెట్లను తొలగించే క్రమంలో  వైఎస్ఆర్సిపి శ్రేణులు, లబ్ధిదారులపై అదే గ్రామానికి చెందిన పచ్చ పార్టీ గుండాలు దాడికి తెగబడ్డారు. ఈ దాడిలో గంగాదేవిపల్లి గ్రామానికి చెందిన ముగ్గురు వైఎస్ఆర్సీపీ నాయకులతో పాటుగా, ఇద్దరు ఇంటి పట్టాల లబ్ధి దారులు తీవ్రంగా గాయపడ్డాడు. దీంతో వారిని చికిత్స నిమిత్తం తాడిపత్రి ప్రభుత్వ ఆసుపత్రికి తీసుకువచ్చారు.  విషయం తెలుసుకున్న ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు తాడిపత్రి ప్రభుత్వ ఆసుపత్రికి చేరుకుని, టీడీపి గుండాల దాడిలో గాయపడిన వారిని పరామర్శించి, ధైర్యం చెప్పారు. బాధితులకు మెరుగైన వైద్యం అందించాలని వైద్యులను ఆదేశించారు.

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-06-27T13:59:55.000Z,,pfbid02rVzJ6UU4ANapAnRrGfJ6VQjeDqzw6fMYFN2CM6NbuqjWWPTcdaA3TBDSs8acaHpGl,pfbid02rVzJ6UU4ANapAnRrGfJ6VQjeDqzw6fMYFN2CM6NbuqjWWPTcdaA3TBDSs8acaHpGl,"['6384267268275034', '848370730039692', '654740519455267', '949165129671337', '662785978542407']","[datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0)]","['Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir 🤲🤲🤲🤲', 'Tadipatri pedda reddy sir adda u r lion for tdp party sir', 'Cbn direction politics sir jai jagan Anna sir jai ysrcp', 'Modi Wilsonpaul', 'Mastan Shaik']","['Mastan Shaik', 'Modi Wilsonpaul', 'Modi Wilsonpaul', 'Modi Wilsonpaul', 'Mastan Shaik']"
27,151,Photo,"May be an image of 7 people, people standing, barong and text",3,"ఈ రోజు (27-06-2023) తాడిపత్రి పట్టణ పరిధిలోని శివాలయం వెనక భాగాన పెన్నా నది ఒడ్డున ఉన్న దోభి ఘాట్ మరమ్మత్తు పనుల కొరకు రూ. లక్షల విరాళాన్ని తాడిపత్రి రజకాభివృద్ది సంఘం నాయకులకు అందజేసిన యువ నాయకులు శ్రీ కేతిరెడ్డి హర్షవర్ధన్ రెడ్డి గారు, శ్రీ కేతిరెడ్డి సాయిప్రతాప్ రెడ్డి గారు.......

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-06-27T10:52:56.000Z,,pfbid0t7URFBRJH8bVizAWGFAe3C4MhCLMk98czSQMRBYEWte3pQndXfD7KYALdKcYxc8hl,pfbid0t7URFBRJH8bVizAWGFAe3C4MhCLMk98czSQMRBYEWte3pQndXfD7KYALdKcYxc8hl,"['1195670341106165', '778681213960182']","[datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0)]","['Mastan Shaik', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good sir good sir good sir good morning sir ok sir ok good sir ok good sir happy sir Super sir good sir thank you sir Jai Jai jagan sir good morning sir']","['Mastan Shaik', 'Mastan Shaik']"
28,294,Photo,"May be an image of 7 people, barong, sarong and dais",15,"*20 కుటుంబాలు  వైసీపీలో కి చేరిక* .....

ఈ రోజు(27-06-2023) తాడిపత్రి పట్టణ పరిధిలోని వైఎస్సార్సీపీ పార్టీ కార్యాలయం నందు  పెద్దవడుగూరు మండలం బూర్ణకుంట  గ్రామానికి  చెందిన  నాగార్జున, లక్ష్మి నారాయణ, మహమ్మద్, నసరుద్దిన్, ఇమామ్, ప్రసాద్, ఆదినారాయణ, తిరుపాలు, ఉదయ్ కుమార్, ఉమాకాంత్ కుటుంబాలతో పాటు మరో 10 కుటుంబాలు టిడిపి  పార్టీని వీడి  ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారి సమక్షంలో వైఏస్సార్సీపీ పార్టీ లోకి చేరారు. ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు వారికి  పార్టీ కండువా కప్పి సాదరంగా ఆహ్వానించారు.  ఈ సందర్బంగా వారు   మాట్లాడుతూ సీఎం శ్రీ వైఎస్ జగన్ మోహన్ రెడ్డి గారు,  ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి  గారు చేపడుతున్న  అభివృద్ధి   పనులకు ఆకర్షితులమై వైఎస్సార్సీపీ  పార్టీలో చేరుతున్నట్లు వారు తెలిపారు.

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy",2023-06-27T10:03:25.000Z,,841719030642992,841719030642992,"['1010788700304173', '607227264789520', '816442190138615', '819133179559976', '244924751584721', '103991499416751', '289203533509341', '206036465305685', '619622706804449']","[datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0)]","['Jai YSRCP', 'Jai kethireddy', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good sir ok sir ok sir ok good sir happy sir very good sir Super sir good sir ok good sir AP CM andhra Pradesh CM sir good morning sir thank you sir', 'Vail T', 'Hi', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']","['Munagapati Rangarao', 'Botla Prasad Prasad', 'Mastan Shaik', 'Vail T', 'Santosh Mohite Santosh Mohite', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']"
29,255,Photo,"May be an image of 7 people, dais and text",15,"*ఈ రోజు (27-06-2023)""గడప గడపకు మన ప్రభుత్వం"" కార్యక్రమాన్ని  తాడిపత్రి పట్టణ పరిధిలోని 27వ వార్డ్ నందు నిర్వహిస్తూ ప్రజలకు ప్రభుత్వం నుంచి అందుతున్న పథకాలను, రాష్ట్రం నందు జరుగుతున్న అభివృద్ధిని వివరించడంతో పాటుగా,  వారి సమస్యలను తెలుసుకుంటున్న ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు, యువ నాయకులు శ్రీ కేతిరెడ్డి హర్షవర్ధన్ రెడ్డి గారు*.......

#GadapaGadapakuManaPrabhuthvam
#CMYSJagan #Navaratnalu
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-06-27T09:38:42.000Z,,pfbid02Dt54kE2D5CdepZ9BZze33Mk8qTGv16W2BUeCR8sX7P5iy6hvkHcbDzQLCYm4MMnLl,pfbid02Dt54kE2D5CdepZ9BZze33Mk8qTGv16W2BUeCR8sX7P5iy6hvkHcbDzQLCYm4MMnLl,"['1030913044990103', '575035261224438', '226894916831686', '646588920388599', '280882867848230']","[datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0)]","['Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir ok sir ok sir ok good sir AP CM andhra Pradesh CM sir good morning sir very good sir', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik']"
30,91,Photo,"May be an image of 7 people, people standing and plant",12,"*ఈ రోజు (26-06-2023)""గడప గడపకు మన ప్రభుత్వం"" కార్యక్రమాన్ని పెద్దవడుగూరు మండల పరిధిలోని రావులుడికి గ్రామం నందు నిర్వహిస్తూ ప్రజలకు ప్రభుత్వం నుంచి అందుతున్న పథకాలను, రాష్ట్రం నందు జరుగుతున్న అభివృద్ధిని వివరించడంతో పాటుగా,  వారి సమస్యలను తెలుసుకుంటున్న ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు, యువ నాయకులు శ్రీ కేతిరెడ్డి హర్షవర్ధన్ రెడ్డి గారు*.......

#GadapaGadapakuManaPrabhuthvam
#CMYSJagan #Navaratnalu
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-06-26T13:56:45.000Z,,841288710686024,841288710686024,"['638650504855834', '1211814759532695', '1014669596362730', '2308653195987476', '283555574081285']","[datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0)]","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir good sir Super sir Jai Jai jagan sir good morning sir very good sir happy sir', 'వి రంగనాయకులు']","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'వి రంగనాయకులు']"
31,190,Photo,"May be an image of 2 people, people smiling, people standing, shawl, poster and text that says 'ఇంటింటికి వెళ్లి సమస్యలు వాలంటీరు తెలుసుకుంటున్న గృహసారధులు జగనన్న సురక్ష'",7,"వ్యయ, ప్రయాసలు అవసరం లేదు. పని ఏదైనా ప్రభుత్వ అధికారులే జగనన్న సురక్ష కార్యక్రమంలో భాగంగా మీ వద్దకి వస్తున్నారు. జస్ట్ మీ సమస్యకి సంబంధించిన వివరాల్ని వాలంటీర్లు, గృహ సారథులకి ఇవ్వండి చాలు. రోజుల వ్యవధిలో మీ సమస్యని అధికారులు పరిష్కరిస్తారు.

#JaganannaSuraksha
#CMYSJagan",2023-06-25T09:04:01.000Z,,pfbid0nB2Psxz8CiRpaxhtopYLUDRxT3u9mqc649hWpLs9pUJ5X85zEdZjvk6jQR1MLXxpl,pfbid0nB2Psxz8CiRpaxhtopYLUDRxT3u9mqc649hWpLs9pUJ5X85zEdZjvk6jQR1MLXxpl,"['570343768373726', '592752869608123', '927386975035375']","[datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 7, 7, 0, 0), datetime.datetime(2023, 6, 27, 0, 0)]","['Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir', 'Girija Kumari', 'Mastan Shaik']","['Mastan Shaik', 'Girija Kumari', 'Mastan Shaik']"
32,440,Photo,"May be an image of 3 people, magazine, poster, calendar and text that says 'జలయజ్ఞం మెంట్ SHOP మధ్యనిషేధం ముస్యిసత విద్యార్థుల కోసం ఏపీ ప్రభుత్వం మరో ముందడుగు AI, ChatGPT, మెషీన్ లెర్నింగ్ అనుసంధానంతో విద్యార్థుల భవితకు బంగారు బాట. సరికొత్త టెక్నాలజీ ద్వారా విద్యార్థుల పరిజ్ఞానాన్ని మరింత పెంచేందుకు కృషి చేస్తున్న జగనన్న ప్రభుత్వం కేతిరెడ్డి పెద్దారెడ్డి-తాడిపత్రి నియోజకవర్గ శాసనసభ్యులు'",18,"విద్యార్థుల కోసం ఏపీ ప్రభుత్వం మరో ముందడుగు

#KethireddyPeddareddyMLA 
#KethireddyPeddareddy #PeddaReddyMLA #TadipatriMLA #Tadipatri #tadipatripeople #KethireddyHarshaVardhanReddy #KethireddySaiPrathapReddy  #YSJagan #ysrcp #AndhraPradesh #manammakamnuvejagan",2023-06-25T08:43:22.000Z,,pfbid02wmtKtuqggukKjo11Na6yEFrq2k6wZSf6m7VDDr8mPek58KRaCNajeQF9atrq1PKAl,pfbid02wmtKtuqggukKjo11Na6yEFrq2k6wZSf6m7VDDr8mPek58KRaCNajeQF9atrq1PKAl,"['170496359342969', '1767253370358767', '1122205242069340', '662734672567179', '277519991622190', '1460516018092172', '792078876050359']","[datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 7, 7, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0)]","['Jaijagan jaipeddareddy💯🐯💯🐯💯🐯', 'Prabhakar M', 'Vadu o chittagadu vedu o daridrudu kete reddy unna erialoni curinttu undadu', 'Sunilmaharaaj Sùnilmaharaaj', 'Girija Kumari', '👍', 'Parimi Chinna Venkatanaidu']","['Kanchana Chinnapareddy', 'Prabhakar M', 'Deva Devandra', 'Sunilmaharaaj Sùnilmaharaaj', 'Girija Kumari', 'Mathaku Narayanaswamy', 'Parimi Chinna Venkatanaidu']"
33,626,Photo,"May be an image of 7 people, plant and text that says 'ఎమ్మెల్యే పెద్దారెడ్డి చొరవతో కాజ్వే పనులకు మోక్షం పెద్దపప్పురు మండలంలోని జూటూరు జోడిధర్మాపు సరిహద్దులో పెన్నా నదిపై ఉన్న కాజ్ వే కొన్ని నెలల క్రితం పూర్తిగా దెబ్బతింది. ఈనేపథ్యంలో ప్రజాసంక్షేమ పాద యాత్రలో భాగంగా కాజ్ పరిస్థితిని స్వయంగా పరిశీలించిన ఎమ్మెల్యే పెద్దారెడ్డి గారు కాజే నిర్మాణానికి రూ.1.40 కోట్లను మంజూరు చేయించారు. గురువారం అధికారులు నిర్మాణ పనులు చేపట్టారు. JCB కేతిరెడ్డి పెద్దారెడ్డి- తాడిపత్రి నియోజకవర్గ శాసనసభ్యులు'",29,"ఆనాడు పాదయాత్ర లో ఈ సమస్య కళ్ళారా చూసాడు నేడు కోటి నలభై లక్షలు విడుదల చేసి కాజ్ వే పనులకు శ్రీకారం చుట్టారు.

#KethireddyPeddareddyMLA 
#PeddaReddyMLA  #KethireddyPeddareddy #TadipatriMLA #Tadipatri #YSRCP #YSJagan #KethireddyHarshaVardhanReddy #KethireddySaiPrathapReddy #HarshaVardhanReddy #AdminPost",2023-06-23T13:12:10.000Z,,pfbid027gzEecp8ke98gwUxb1eLYGkGVYXda8FGYGwmo4NfTgni5r44GXrcVqe9VyC9Dmbal,pfbid027gzEecp8ke98gwUxb1eLYGkGVYXda8FGYGwmo4NfTgni5r44GXrcVqe9VyC9Dmbal,"['2000357746980692', '794414902083550', '3676190995938245', '277810511431423', '1308610739751884', '951617342776323', '3472490852991431', '924042925334610', '1364881164156779', '1683667378741608', '819382256446897', '185267501179842', '801248474847367', '637841948253623', '1975180079508496', '645056710831753', '1632242057282299', '580607117562588']","[datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 20, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 20, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 20, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 20, 0, 0), datetime.datetime(2023, 6, 27, 0, 0), datetime.datetime(2023, 6, 20, 0, 0), datetime.datetime(2023, 6, 20, 0, 0), datetime.datetime(2023, 6, 27, 0, 0)]","['JAY. PEDHAREDDY. SAR', 'జై కేతిరెడ్డి పెద్దారెడ్డి', '👌👌👌🙏🙏🙏🇱🇸🇱🇸🇱🇸🇱🇸🇱🇸🌳🌳', 'Parishudda Siluva Swasthstha', 'Jai peddareddy Sir', 'Vijaya Bhaskar', 'Naga Raju', 'Parishudda Siluva Swasthstha', 'Jai YSRCP Jai K Pedda Reddy garu Jai Jagan Mohan Reddy garu', 'G Sairam', 'Parishudda Siluva Swasthstha', 'Vijaya Bhaskar', 'Ramudu Ramu', 'Mastan Shaik', 'Lakkineni Purushottham', 'Moramreddy Dhanalakshmi Srinivasareddy', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir AP CM andhra Pradesh CM sir good morning sir thank you sir', 'Bramhana palli lo brije katamdi']","['Ramanjula Reddy', 'Raavi Venkatanarayana Raavi Venkatanarayana', 'Parishudda Siluva Swasthstha', 'Parishudda Siluva Swasthstha', 'Sreeramulu H', 'Vijaya Bhaskar', 'Naga Raju', 'Parishudda Siluva Swasthstha', 'Munagapati Rangarao', 'G Sairam', 'Parishudda Siluva Swasthstha', 'Vijaya Bhaskar', 'Ramudu Ramu', 'Mastan Shaik', 'Lakkineni Purushottham', 'Moramreddy Dhanalakshmi Srinivasareddy', 'Mastan Shaik', 'Chandrashakerreddy Rachamalla']"
34,116,Photo,"May be an image of 9 people, people smiling, people standing, picnic and text",8,"ఈ రోజు(22-06-2023) తాడిపత్రి పట్టణ పరిధిలోని యల్లనూరు రోడ్ సమీపం నందు జరుగుతున్న STP-2 కు సంబంధించిన UGD( అండర్ గ్రౌండ్ డ్రైనేజీ) పైప్ లైన్ మరమ్మత్తు పనులను పరిశీలించి, ప్రజలకు ఇబ్బందులు లేకుండా పనులను త్వతరగతిన పూర్తి చేయాలని సంబంధిత సిబ్బందికి సూచించిన యువ నాయకులు శ్రీ కేతిరెడ్డి హర్షవర్ధన్ రెడ్డి గారు........

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-06-22T07:30:10.000Z,,pfbid02LbWixU8KxYUhbtWy7DCLDKviDfj21jDYUToA4cFKGyfE7bNhvBpsCZRSvAVac9SQl,pfbid02LbWixU8KxYUhbtWy7DCLDKviDfj21jDYUToA4cFKGyfE7bNhvBpsCZRSvAVac9SQl,"['1944363529242263', '772515431143745', '1466543244157378', '949223353023622', '916197899475600']","[datetime.datetime(2023, 6, 20, 0, 0), datetime.datetime(2023, 6, 20, 0, 0), datetime.datetime(2023, 6, 20, 0, 0), datetime.datetime(2023, 6, 20, 0, 0), datetime.datetime(2023, 6, 20, 0, 0)]","['Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good sir happy sir very good sir Jai Jai jagan sir good sir good sir', 'Mastan Shaik', 'Venu Gopal', 'Mastan Shaik', 'Mastan Shaik']","['Mastan Shaik', 'Mastan Shaik', 'Venu Gopal', 'Mastan Shaik', 'Mastan Shaik']"
